Note: Exchange rate fluctuations may impact converted values.
Country,Account type,Account name,Account ID,Company name,Account identifier,Invoice,Order,Order ID,Invoice issue Date,Due date,Currency (not converted),Currency (converted),Amount billed (not converted),Amount billed (converted),Tax amount billed (not converted),Tax amount billed (converted),Amount outstanding (not converted),Amount outstanding (converted),Status,PO number,Amount paid (not converted),Amount paid (converted),Currency service fee (not converted),Currency service fee (converted),Payment Method,Foreign Exchange Rate (on invoice date)
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5020,N/A,N/A,"9 February, 2026","9 February, 2026",INR,INR,"₹2,284.84","Rs.2,284.84",₹411.27,Rs.411.27,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,696.11","Rs.2,696.11",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5021,N/A,N/A,"9 February, 2026","9 February, 2026",INR,INR,"₹2,038.51","Rs.2,038.51",₹366.93,Rs.366.93,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,405.44","Rs.2,405.44",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5024,N/A,N/A,"9 February, 2026","9 February, 2026",INR,INR,"₹2,101.70","Rs.2,101.70",₹378.31,Rs.378.31,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,480.01","Rs.2,480.01",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5025,N/A,N/A,"9 February, 2026","10 February, 2026",INR,INR,"₹2,603.25","Rs.2,603.25",₹468.59,Rs.468.59,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,071.84","Rs.3,071.84",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5026,N/A,N/A,"9 February, 2026","10 February, 2026",INR,INR,"₹2,130.96","Rs.2,130.96",₹383.57,Rs.383.57,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,514.53","Rs.2,514.53",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5018,N/A,N/A,"9 February, 2026","9 February, 2026",INR,INR,"₹2,285.17","Rs.2,285.17",₹411.33,Rs.411.33,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,696.50","Rs.2,696.50",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5023,N/A,N/A,"9 February, 2026","9 February, 2026",INR,INR,"₹2,057.24","Rs.2,057.24",₹370.30,Rs.370.30,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,427.54","Rs.2,427.54",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5022,N/A,N/A,"9 February, 2026","9 February, 2026",INR,INR,"₹2,065.00","Rs.2,065.00",₹371.70,Rs.371.70,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,436.70","Rs.2,436.70",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5019,N/A,N/A,"9 February, 2026","9 February, 2026",INR,INR,"₹2,171.67","Rs.2,171.67",₹390.90,Rs.390.90,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,562.57","Rs.2,562.57",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5010,N/A,N/A,"8 February, 2026","8 February, 2026",INR,INR,"₹2,081.28","Rs.2,081.28",₹374.63,Rs.374.63,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,455.91","Rs.2,455.91",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5009,N/A,N/A,"8 February, 2026","8 February, 2026",INR,INR,"₹2,054.89","Rs.2,054.89",₹369.88,Rs.369.88,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,424.77","Rs.2,424.77",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5006,N/A,N/A,"8 February, 2026","8 February, 2026",INR,INR,"₹2,161.16","Rs.2,161.16",₹389.01,Rs.389.01,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,550.17","Rs.2,550.17",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5008,N/A,N/A,"8 February, 2026","8 February, 2026",INR,INR,"₹2,087.24","Rs.2,087.24",₹375.70,Rs.375.70,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,462.94","Rs.2,462.94",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5013,N/A,N/A,"8 February, 2026","8 February, 2026",INR,INR,"₹2,255.16","Rs.2,255.16",₹405.93,Rs.405.93,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,661.09","Rs.2,661.09",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5014,N/A,N/A,"8 February, 2026","8 February, 2026",INR,INR,"₹2,241.59","Rs.2,241.59",₹403.49,Rs.403.49,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,645.08","Rs.2,645.08",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5007,N/A,N/A,"8 February, 2026","8 February, 2026",INR,INR,"₹2,467.70","Rs.2,467.70",₹444.19,Rs.444.19,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,911.89","Rs.2,911.89",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5015,N/A,N/A,"8 February, 2026","9 February, 2026",INR,INR,"₹2,244.36","Rs.2,244.36",₹403.98,Rs.403.98,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,648.34","Rs.2,648.34",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5005,N/A,N/A,"8 February, 2026","8 February, 2026",INR,INR,"₹2,076.08","Rs.2,076.08",₹373.69,Rs.373.69,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,449.77","Rs.2,449.77",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5012,N/A,N/A,"8 February, 2026","8 February, 2026",INR,INR,"₹2,232.66","Rs.2,232.66",₹401.88,Rs.401.88,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,634.54","Rs.2,634.54",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5011,N/A,N/A,"8 February, 2026","8 February, 2026",INR,INR,"₹2,120.66","Rs.2,120.66",₹381.72,Rs.381.72,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,502.38","Rs.2,502.38",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5016,N/A,N/A,"8 February, 2026","9 February, 2026",INR,INR,"₹2,458.35","Rs.2,458.35",₹442.50,Rs.442.50,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,900.85","Rs.2,900.85",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4993,N/A,N/A,"7 February, 2026","7 February, 2026",INR,INR,"₹2,071.82","Rs.2,071.82",₹372.93,Rs.372.93,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,444.75","Rs.2,444.75",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4996,N/A,N/A,"7 February, 2026","7 February, 2026",INR,INR,"₹2,035.35","Rs.2,035.35",₹366.36,Rs.366.36,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,401.71","Rs.2,401.71",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4994,N/A,N/A,"7 February, 2026","7 February, 2026",INR,INR,"₹2,301.27","Rs.2,301.27",₹414.23,Rs.414.23,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,715.50","Rs.2,715.50",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5001,N/A,N/A,"7 February, 2026","7 February, 2026",INR,INR,"₹2,012.06","Rs.2,012.06",₹362.17,Rs.362.17,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,374.23","Rs.2,374.23",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4998,N/A,N/A,"7 February, 2026","7 February, 2026",INR,INR,"₹2,115.57","Rs.2,115.57",₹380.80,Rs.380.80,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,496.37","Rs.2,496.37",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5004,N/A,N/A,"7 February, 2026","8 February, 2026",INR,INR,"₹2,164.23","Rs.2,164.23",₹389.56,Rs.389.56,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,553.79","Rs.2,553.79",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5000,N/A,N/A,"7 February, 2026","7 February, 2026",INR,INR,"₹2,129.27","Rs.2,129.27",₹383.27,Rs.383.27,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,512.54","Rs.2,512.54",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4997,N/A,N/A,"7 February, 2026","7 February, 2026",INR,INR,"₹2,037.50","Rs.2,037.50",₹366.75,Rs.366.75,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,404.25","Rs.2,404.25",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5003,N/A,N/A,"7 February, 2026","8 February, 2026",INR,INR,"₹2,077.60","Rs.2,077.60",₹373.97,Rs.373.97,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,451.57","Rs.2,451.57",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4999,N/A,N/A,"7 February, 2026","7 February, 2026",INR,INR,"₹2,001.29","Rs.2,001.29",₹360.23,Rs.360.23,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,361.52","Rs.2,361.52",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5002,N/A,N/A,"7 February, 2026","8 February, 2026",INR,INR,"₹2,029.44","Rs.2,029.44",₹365.30,Rs.365.30,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,394.74","Rs.2,394.74",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4995,N/A,N/A,"7 February, 2026","7 February, 2026",INR,INR,"₹2,139.32","Rs.2,139.32",₹385.08,Rs.385.08,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,524.40","Rs.2,524.40",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4982,N/A,N/A,"6 February, 2026","6 February, 2026",INR,INR,"₹2,057.91","Rs.2,057.91",₹370.42,Rs.370.42,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,428.33","Rs.2,428.33",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4983,N/A,N/A,"6 February, 2026","6 February, 2026",INR,INR,"₹2,039.70","Rs.2,039.70",₹367.15,Rs.367.15,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,406.85","Rs.2,406.85",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4988,N/A,N/A,"6 February, 2026","6 February, 2026",INR,INR,"₹2,092.56","Rs.2,092.56",₹376.66,Rs.376.66,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,469.22","Rs.2,469.22",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4987,N/A,N/A,"6 February, 2026","6 February, 2026",INR,INR,"₹2,455.15","Rs.2,455.15",₹441.93,Rs.441.93,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,897.08","Rs.2,897.08",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4985,N/A,N/A,"6 February, 2026","6 February, 2026",INR,INR,"₹2,269.73","Rs.2,269.73",₹408.55,Rs.408.55,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,678.28","Rs.2,678.28",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4990,N/A,N/A,"6 February, 2026","7 February, 2026",INR,INR,"₹2,316.76","Rs.2,316.76",₹417.02,Rs.417.02,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,733.78","Rs.2,733.78",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4986,N/A,N/A,"6 February, 2026","6 February, 2026",INR,INR,"₹2,226.55","Rs.2,226.55",₹400.78,Rs.400.78,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,627.33","Rs.2,627.33",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4991,N/A,N/A,"6 February, 2026","7 February, 2026",INR,INR,"₹2,285.00","Rs.2,285.00",₹411.30,Rs.411.30,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,696.30","Rs.2,696.30",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4984,N/A,N/A,"6 February, 2026","6 February, 2026",INR,INR,"₹2,071.74","Rs.2,071.74",₹372.91,Rs.372.91,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,444.65","Rs.2,444.65",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4989,N/A,N/A,"6 February, 2026","6 February, 2026",INR,INR,"₹2,196.23","Rs.2,196.23",₹395.32,Rs.395.32,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,591.55","Rs.2,591.55",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4992,N/A,N/A,"6 February, 2026","7 February, 2026",INR,INR,"₹2,218.36","Rs.2,218.36",₹399.30,Rs.399.30,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,617.66","Rs.2,617.66",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4975,N/A,N/A,"5 February, 2026","5 February, 2026",INR,INR,"₹2,072.35","Rs.2,072.35",₹373.02,Rs.373.02,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,445.37","Rs.2,445.37",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4979,N/A,N/A,"5 February, 2026","6 February, 2026",INR,INR,"₹2,037.53","Rs.2,037.53",₹366.76,Rs.366.76,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,404.29","Rs.2,404.29",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4976,N/A,N/A,"5 February, 2026","5 February, 2026",INR,INR,"₹2,163.22","Rs.2,163.22",₹389.38,Rs.389.38,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,552.60","Rs.2,552.60",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4973,N/A,N/A,"5 February, 2026","5 February, 2026",INR,INR,"₹2,504.87","Rs.2,504.87",₹450.88,Rs.450.88,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,955.75","Rs.2,955.75",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4972,N/A,N/A,"5 February, 2026","5 February, 2026",INR,INR,"₹2,133.49","Rs.2,133.49",₹384.03,Rs.384.03,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,517.52","Rs.2,517.52",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4977,N/A,N/A,"5 February, 2026","5 February, 2026",INR,INR,"₹2,484.40","Rs.2,484.40",₹447.19,Rs.447.19,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,931.59","Rs.2,931.59",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4980,N/A,N/A,"5 February, 2026","6 February, 2026",INR,INR,"₹2,130.31","Rs.2,130.31",₹383.46,Rs.383.46,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,513.77","Rs.2,513.77",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4981,N/A,N/A,"5 February, 2026","6 February, 2026",INR,INR,"₹2,279.80","Rs.2,279.80",₹410.36,Rs.410.36,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,690.16","Rs.2,690.16",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4974,N/A,N/A,"5 February, 2026","5 February, 2026",INR,INR,"₹2,387.46","Rs.2,387.46",₹429.74,Rs.429.74,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,817.20","Rs.2,817.20",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4978,N/A,N/A,"5 February, 2026","5 February, 2026",INR,INR,"₹2,221.16","Rs.2,221.16",₹399.81,Rs.399.81,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,620.97","Rs.2,620.97",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4966,N/A,N/A,"4 February, 2026","4 February, 2026",INR,INR,"₹2,023.15","Rs.2,023.15",₹364.17,Rs.364.17,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,387.32","Rs.2,387.32",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4964,N/A,N/A,"4 February, 2026","4 February, 2026",INR,INR,"₹2,410.58","Rs.2,410.58",₹433.90,Rs.433.90,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,844.48","Rs.2,844.48",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4971,N/A,N/A,"4 February, 2026","5 February, 2026",INR,INR,"₹2,206.85","Rs.2,206.85",₹397.23,Rs.397.23,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,604.08","Rs.2,604.08",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4962,N/A,N/A,"4 February, 2026","4 February, 2026",INR,INR,"₹2,463.73","Rs.2,463.73",₹443.47,Rs.443.47,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,907.20","Rs.2,907.20",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4969,N/A,N/A,"4 February, 2026","5 February, 2026",INR,INR,"₹2,259.24","Rs.2,259.24",₹406.66,Rs.406.66,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,665.90","Rs.2,665.90",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4965,N/A,N/A,"4 February, 2026","4 February, 2026",INR,INR,"₹2,245.97","Rs.2,245.97",₹404.27,Rs.404.27,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,650.24","Rs.2,650.24",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4968,N/A,N/A,"4 February, 2026","4 February, 2026",INR,INR,"₹2,401.95","Rs.2,401.95",₹432.35,Rs.432.35,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,834.30","Rs.2,834.30",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4961,N/A,N/A,"4 February, 2026","4 February, 2026",INR,INR,"₹2,062.66","Rs.2,062.66",₹371.28,Rs.371.28,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,433.94","Rs.2,433.94",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4963,N/A,N/A,"4 February, 2026","4 February, 2026",INR,INR,"₹2,322.25","Rs.2,322.25",₹418.01,Rs.418.01,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,740.26","Rs.2,740.26",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4967,N/A,N/A,"4 February, 2026","4 February, 2026",INR,INR,"₹2,706.90","Rs.2,706.90",₹487.24,Rs.487.24,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,194.14","Rs.3,194.14",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4970,N/A,N/A,"4 February, 2026","5 February, 2026",INR,INR,"₹2,419.62","Rs.2,419.62",₹435.53,Rs.435.53,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,855.15","Rs.2,855.15",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4959,N/A,N/A,"3 February, 2026","4 February, 2026",INR,INR,"₹2,001.33","Rs.2,001.33",₹360.24,Rs.360.24,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,361.57","Rs.2,361.57",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4953,N/A,N/A,"3 February, 2026","3 February, 2026",INR,INR,"₹2,878.71","Rs.2,878.71",₹518.17,Rs.518.17,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,396.88","Rs.3,396.88",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4956,N/A,N/A,"3 February, 2026","3 February, 2026",INR,INR,"₹2,061.69","Rs.2,061.69",₹371.10,Rs.371.10,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,432.79","Rs.2,432.79",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4955,N/A,N/A,"3 February, 2026","3 February, 2026",INR,INR,"₹2,301.01","Rs.2,301.01",₹414.18,Rs.414.18,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,715.19","Rs.2,715.19",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4958,N/A,N/A,"3 February, 2026","3 February, 2026",INR,INR,"₹2,227.72","Rs.2,227.72",₹400.99,Rs.400.99,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,628.71","Rs.2,628.71",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4954,N/A,N/A,"3 February, 2026","3 February, 2026",INR,INR,"₹2,191.44","Rs.2,191.44",₹394.46,Rs.394.46,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,585.90","Rs.2,585.90",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4960,N/A,N/A,"3 February, 2026","4 February, 2026",INR,INR,"₹2,203.19","Rs.2,203.19",₹396.57,Rs.396.57,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,599.76","Rs.2,599.76",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4957,N/A,N/A,"3 February, 2026","3 February, 2026",INR,INR,"₹2,104.38","Rs.2,104.38",₹378.79,Rs.378.79,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,483.17","Rs.2,483.17",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4952,N/A,N/A,"3 February, 2026","3 February, 2026",INR,INR,"₹2,177.60","Rs.2,177.60",₹391.97,Rs.391.97,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,569.57","Rs.2,569.57",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4944,N/A,N/A,"2 February, 2026","2 February, 2026",INR,INR,"₹2,081.94","Rs.2,081.94",₹374.75,Rs.374.75,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,456.69","Rs.2,456.69",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4948,N/A,N/A,"2 February, 2026","2 February, 2026",INR,INR,"₹2,115.92","Rs.2,115.92",₹380.87,Rs.380.87,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,496.79","Rs.2,496.79",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-4950,N/A,N/A,"2 February, 2026","3 February, 2026",INR,INR,"₹2,372.89","Rs.2,372.89",₹427.12,Rs.427.12,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,800.01","Rs.2,800.01",N/A,N/A,Seller Balance,1.0
